t-SNE Feature 1,t-SNE Feature 2,cluster
-3.0524855,-14.297484,2
71.889565,-24.72702,1
-3.2512457,47.36785,0
-18.519928,13.392997,11
-2.9297862,-52.543545,2
71.889565,-24.72702,1
20.017275,21.158083,6
15.434566,19.561657,6
-52.300865,-10.86817,9
-5.5255685,-15.326898,2
10.045298,-66.45883,2
42.84166,-51.83144,8
63.768963,6.433485,7
-7.4142327,-25.220339,2
-87.6857,-20.03765,3
64.37401,22.992647,7
71.889565,-24.72702,1
-49.85783,-26.075243,9
-44.78819,48.407074,3
-53.36514,18.952814,5
-14.059318,45.56738,0
-56.355583,6.254611,5
-49.353493,17.773497,5
-49.854897,-25.148617,9
71.889565,-24.72702,1
24.594584,-43.079872,8
24.950897,-47.676514,8
