t-SNE Feature 1,t-SNE Feature 2,cluster
5.6290116,9.833106,6
71.889565,-24.72702,1
0.6515696,13.95358,6
-28.699331,-63.02717,10
42.221237,-43.86395,8
-65.3937,5.7583847,5
30.059126,-55.10977,8
49.254616,10.93705,7
22.739044,44.68158,4
-16.17859,-52.940002,10
-2.0126224,-13.222855,2
-15.500023,49.112255,0
9.96754,17.71269,6
27.85918,46.911682,4
45.15492,12.5601,7
-20.944304,0.46231103,11
-49.58481,-20.21939,9
-27.426125,87.02952,3
1.3229054,50.994427,0
-87.6857,-20.03765,3
-19.560112,22.760174,11
4.802769,7.717168,6
-1.8548282,-52.4953,2
25.678354,-11.810921,12
-40.674557,-24.460932,9
37.275074,-10.507752,12
7.78662,22.441952,6
65.98666,16.782722,7
-40.152542,69.920204,3
18.495949,21.402697,6
-54.969574,15.09914,5
-17.957455,10.194032,11
-18.720318,47.571697,0
0.20567894,60.378464,0
28.15888,43.19259,4
71.889565,-24.72702,1
41.796078,-42.199013,8
-11.990928,9.910004,11
-13.385624,-26.587656,2
-15.401047,50.598,0
-20.993917,2.0202835,11
33.786865,-40.654324,8
-16.335304,1.2497214,11
55.360256,13.2718115,7
71.889565,-24.72702,1
36.899597,54.61434,4
-55.59218,7.3972054,5
-22.829323,-65.09463,10
14.1927595,24.260584,6
52.147583,19.366299,7
-17.791973,53.02438,0
-45.555923,-17.292168,9
71.889565,-24.72702,1
71.889565,-24.72702,1
29.388578,-12.437589,12
-73.001724,48.50828,3
-16.207378,11.508363,11
2.0832295,-65.478165,2
19.56634,-7.6809354,12
57.222298,8.7063265,7
-55.078514,10.464297,5
-53.211777,-15.581974,9
-12.95303,18.203714,11
36.574127,-57.42074,8
-18.680294,10.441841,11
-20.804127,13.841074,11
-27.426125,87.02952,3
-14.485864,-54.725315,10
-61.041504,5.913136,5
27.340427,-0.4312946,12
14.225611,18.464119,6
-30.975473,-45.659275,10
-14.621922,-47.88834,10
56.076984,11.959278,7
-17.004393,11.653735,11
-4.8233614,60.07544,0
-14.220784,49.88784,0
-63.567795,6.2361116,5
-59.43468,-17.722412,9
34.69898,-53.740356,8
-49.051052,8.676586,5
-4.1685724,-19.729418,2
-0.3394512,52.910385,0
-22.502823,-60.72148,10
-17.578583,20.678617,11
38.9013,-46.808628,8
0.37824777,-25.820854,2
51.952034,14.49108,7
-20.998852,-36.259266,10
-2.578666,-23.659843,2
-4.436317,-29.974169,2
-23.295372,4.6279836,11
35.72545,44.77272,4
-24.682268,19.235285,11
-57.520718,-26.201403,9
-5.950592,-20.23071,2
-16.756516,51.336094,0
26.968582,-52.156433,8
20.040743,18.961803,6
65.598656,15.970485,7
29.359812,-51.146698,8
5.604696,13.417281,6
20.84641,18.007393,6
-12.753816,-50.78256,10
-17.086159,1.6531028,11
6.2876525,-56.44927,2
32.917557,39.924065,4
39.867508,-51.834602,8
-87.6857,-20.03765,3
71.889565,-24.72702,1
-59.137833,65.95846,3
-29.934837,-46.58806,10
-20.581593,-61.90171,10
-87.6857,-20.03765,3
-14.471545,19.195194,11
-41.389866,-23.81948,9
-0.23720297,-75.504524,2
23.380672,43.061287,4
-87.6857,-20.03765,3
24.898455,-47.731182,8
71.889565,-24.72702,1
-19.583128,-67.36481,10
-57.028835,-17.816853,9
-62.584835,20.646744,5
27.076239,-10.898819,12
-47.30629,-15.4593725,9
28.756273,-48.49568,8
29.677498,-55.360115,8
24.6583,-4.9160285,12
-21.342602,9.941994,11
-19.64066,-68.27377,10
-11.4844675,46.46603,0
-54.658436,10.463316,5
65.431915,8.769263,7
10.860426,-68.88169,2
22.882315,86.49285,3
-32.504116,-40.839245,10
-51.658905,-12.891478,9
33.13358,38.221546,4
35.118305,47.76743,4
-25.329643,20.25752,11
-0.14902419,48.1237,0
53.7124,20.283884,7
2.206647,-16.994167,2
12.498991,28.20379,6
32.185513,50.024612,4
33.087566,-5.4496536,12
60.283787,24.803785,7
-2.8769975,-16.953552,2
71.889565,-24.72702,1
24.867413,-9.384039,12
71.889565,-24.72702,1
-45.147717,10.482645,5
18.316715,24.273165,6
3.2373357,11.772364,6
35.476234,-41.62437,8
32.99962,-44.54976,8
71.889565,-24.72702,1
-18.504993,-67.78459,10
-52.464798,12.052815,5
71.889565,-24.72702,1
-19.854477,8.3790655,11
1.2612143,18.082441,6
-4.9310718,-56.506313,2
-20.217302,20.700325,11
-53.66467,-22.697454,9
28.974833,-10.11976,12
31.142683,-12.411642,12
-11.640588,46.501736,0
-12.60747,52.632774,0
-46.756783,11.45623,5
34.750813,-12.675705,12
62.251335,21.332846,7
-7.846191,54.404377,0
-0.9158181,58.25325,0
-3.1912882,45.53319,0
19.956038,-8.084947,12
-5.827233,47.74521,0
38.34729,-42.7309,8
71.889565,-24.72702,1
-32.924606,-39.533245,10
31.650047,58.8865,4
32.257683,1.2381172,12
-46.7903,-21.760235,9
-11.148892,63.57123,0
-2.5300424,-56.010834,2
-51.324123,-20.601074,9
29.399487,44.288315,4
-54.257362,14.106384,5
-4.5017095,54.10056,0
-49.01636,13.4477005,5
-50.103214,10.009983,5
-0.34094816,-75.19041,2
-27.327868,6.264433,11
-2.4693713,48.02562,0
58.80702,10.379072,7
43.254654,-54.394203,8
-44.78819,48.407074,3
48.572407,10.368918,7
-14.964803,46.08935,0
-16.925554,5.070155,11
-11.101986,44.92239,0
-58.260025,15.142771,5
22.509933,-14.288816,12
-48.640404,15.875277,5
-16.226412,6.4366183,11
-13.353837,8.938311,11
71.889565,-24.72702,1
27.21811,-12.587543,12
-48.99264,16.876438,5
14.421064,19.85264,6
-23.923079,15.414926,11
-49.18889,-16.215954,9
71.889565,-24.72702,1
62.97974,15.090368,7
29.806114,-56.774628,8
2.8654518,23.88787,6
-47.729244,-10.964017,9
3.300748,18.410032,6
-20.121199,4.2535,11
-40.43423,-48.54141,10
10.238445,13.270485,6
71.889565,-24.72702,1
-52.64635,13.755697,5
-53.956074,20.05836,5
23.692295,42.947414,4
71.889565,-24.72702,1
23.350607,45.915096,4
-13.506565,18.178364,11
29.706732,45.239914,4
-36.43138,-48.801315,10
35.859627,-3.3385227,12
71.889565,-24.72702,1
-13.416561,10.061472,11
-87.6857,-20.03765,3
-23.684755,-62.970318,10
-7.2118764,59.946846,0
29.650127,-5.8774157,12
-0.81648004,-55.633812,2
47.395786,15.11729,7
5.6901064,-55.38925,2
-50.300106,-19.59093,9
-52.596245,-25.031527,9
25.11207,-8.22867,12
-42.693985,-23.18292,9
-5.148356,-22.740881,2
32.946056,46.801094,4
32.23059,57.070374,4
0.90043163,-26.546047,2
-12.903572,-17.398443,2
52.90885,14.647609,7
-73.001724,48.50828,3
-32.791958,-41.703968,10
-14.309235,60.717674,0
-20.915909,-36.934505,10
-30.097687,15.92052,11
-57.38841,14.24506,5
71.889565,-24.72702,1
-14.195033,-50.69572,10
17.058569,21.71066,6
-6.677635,-24.535637,2
-16.591627,46.56697,0
-60.47682,21.085052,5
-8.2402525,52.56238,0
9.708027,13.862342,6
-31.834759,-48.91689,10
23.904663,53.076084,4
-53.15745,-29.283155,9
71.889565,-24.72702,1
32.26874,-53.201637,8
40.97332,-53.997383,8
-27.70139,-59.228607,10
32.291927,-45.767414,8
31.43472,44.046253,4
71.889565,-24.72702,1
-28.260483,-61.25618,10
10.652428,-68.37338,2
-55.139515,23.802528,5
-16.343534,48.653557,0
-51.440704,-15.037653,9
-60.958603,-19.188932,9
-58.411453,-16.190979,9
-4.964439,58.204502,0
27.592325,46.46901,4
-43.15556,-16.07728,9
-36.897636,-50.446053,10
22.836767,-3.38827,12
-2.7096634,-24.957964,2
3.5115788,53.655407,0
-9.431279,-27.810038,2
71.889565,-24.72702,1
-44.78819,48.407074,3
-29.463411,-49.477154,10
-53.60512,6.8357863,5
-0.5139751,-10.864144,2
-27.426125,87.02952,3
71.889565,-24.72702,1
-2.7249713,52.41436,0
28.071554,39.35749,4
-27.426125,87.02952,3
-56.229195,9.227436,5
-4.691573,51.242355,0
-5.2328687,55.544224,0
-1.4774106,46.26868,0
-48.40045,-17.691616,9
-16.51433,46.5142,0
65.25645,18.310493,7
-26.285053,4.9021387,11
-20.535639,19.86151,11
-16.201433,1.6250621,11
14.799913,26.298801,6
41.200768,43.40694,4
21.43207,46.982174,4
-63.86737,9.105207,5
-16.411901,1.641274,11
34.477024,54.147957,4
-55.412178,12.240938,5
37.211422,-5.125323,12
-6.5477633,-27.768623,2
71.889565,-24.72702,1
-28.068552,-61.443905,10
71.889565,-24.72702,1
59.10547,15.572082,7
34.331654,57.447716,4
-1.2780873,51.465668,0
-54.23763,-13.813844,9
-18.377958,-64.01659,10
-40.075882,-11.581576,9
-6.039071,-18.563158,2
-87.6857,-20.03765,3
71.889565,-24.72702,1
1.2205757,51.230976,0
35.094475,53.964413,4
-65.31424,6.2446737,5
2.1203027,-18.734587,2
27.902664,56.854664,4
-11.004645,62.11304,0
-87.6857,-20.03765,3
36.528522,-48.709064,8
53.051834,10.596786,7
62.770744,22.677607,7
55.032673,22.327696,7
34.931225,-1.9235897,12
27.094002,49.78665,4
17.269604,12.115175,6
2.0164604,-47.409748,2
71.889565,-24.72702,1
-49.116844,6.8034873,5
71.889565,-24.72702,1
-52.721264,19.576641,5
39.237686,-58.52895,8
-53.080288,5.934268,5
0.4331732,58.93053,0
-73.001724,48.50828,3
33.98098,-14.394287,12
56.574413,12.686692,7
-39.744095,-49.26708,10
24.82935,42.789913,4
-59.137833,65.95846,3
0.778386,50.0395,0
-44.734028,9.431396,5
-1.8794091,51.218487,0
32.16573,37.761284,4
58.56393,24.216837,7
-59.53543,9.264173,5
12.32696,10.418986,6
21.983877,-12.376136,12
58.569847,24.116264,7
-60.06106,16.861605,5
-59.6915,16.338028,5
71.889565,-24.72702,1
-27.365578,14.080898,11
-50.31155,-15.323045,9
46.02789,15.280516,7
-15.529149,17.806147,11
3.9575903,-15.450022,2
-4.4851375,-55.18898,2
41.36954,-45.30983,8
-17.980467,-62.797497,10
10.504074,13.46025,6
-56.753906,-14.583903,9
-50.995007,8.26925,5
25.192339,56.267746,4
-13.458209,9.966796,11
36.9085,-13.185483,12
24.414076,50.299335,4
27.505617,-51.6474,8
-46.7788,7.082762,5
-3.249402,48.02205,0
-14.785539,18.475523,11
-21.418785,21.172472,11
-48.42681,-10.141081,9
-13.115061,6.1347814,11
3.2079759,52.596703,0
36.0615,-5.73447,12
24.960997,-42.766033,8
0.19395076,60.182007,0
-12.927849,10.032561,11
-93.98991,15.488328,3
7.020553,7.386493,6
-21.751505,16.878216,11
-3.3129663,59.882797,0
39.136105,-5.879492,12
-49.39895,-21.310186,9
71.889565,-24.72702,1
71.889565,-24.72702,1
10.786314,19.172789,6
-14.681707,-51.606483,10
29.996592,-8.127033,12
22.882315,86.49285,3
71.889565,-24.72702,1
-20.605883,-60.688766,10
7.112106,-57.836258,2
0.16322781,58.217533,0
-93.98991,15.488328,3
-23.548426,4.510255,11
26.402834,-54.33547,8
12.585461,26.894339,6
33.71587,38.866734,4
-7.5333195,-13.042624,2
-14.217104,61.272053,0
30.175756,-8.320081,12
20.983393,14.127109,6
-41.622963,-23.830507,9
38.682255,50.244534,4
71.889565,-24.72702,1
57.250546,16.738304,7
34.143,-53.17197,8
-51.355034,-14.913454,9
-87.6857,-20.03765,3
-44.46591,-14.564742,9
71.889565,-24.72702,1
-13.172904,-19.28569,2
27.851418,-2.498636,12
23.05962,-2.7870593,12
-64.85975,5.226733,5
2.1060078,54.600185,0
71.889565,-24.72702,1
-93.98991,15.488328,3
41.489273,-40.31943,8
22.882315,86.49285,3
32.60365,58.225044,4
23.061556,49.086205,4
-14.365511,4.0650654,11
57.848064,7.5415587,7
57.29678,16.760134,7
-47.948093,11.81689,5
-59.137833,65.95846,3
-8.305681,-12.1792755,2
4.674709,12.662561,6
-6.5304255,56.232544,0
-60.336124,10.776535,5
29.515413,-3.7297134,12
40.799435,42.449635,4
28.903156,51.634777,4
-14.261716,-49.40203,10
46.98956,17.564579,7
-0.9979909,-18.958836,2
32.391018,55.87683,4
-60.70408,-20.8442,9
33.505924,-41.5864,8
-44.78819,48.407074,3
71.889565,-24.72702,1
28.662863,-39.117607,8
71.889565,-24.72702,1
-66.10637,9.060948,5
29.174292,46.729855,4
36.658867,-49.27744,8
-17.51686,-38.23651,10
0.21556309,-16.520441,2
-2.1794806,-25.887945,2
-59.69032,10.388309,5
-13.674423,51.56536,0
-59.73411,3.8562212,5
-0.86020654,-16.463963,2
27.35185,-4.5819535,12
-53.338165,-20.198217,9
-19.789654,-36.55393,10
-50.680847,9.166469,5
20.801863,21.934937,6
-57.921345,22.63478,5
28.922396,-8.77936,12
-21.90615,-35.58583,10
-87.6857,-20.03765,3
-38.37555,-51.215527,10
-58.52565,19.132418,5
71.889565,-24.72702,1
-44.78819,48.407074,3
34.506195,54.055744,4
24.25829,-45.763676,8
-9.206178,59.575138,0
-45.630054,17.449354,5
-27.426125,87.02952,3
24.247213,46.22924,4
17.531607,24.474463,6
39.10186,-39.661896,8
13.764686,17.83677,6
-17.710747,-38.424175,10
-49.64108,10.715428,5
-65.51939,15.950008,5
0.22687006,-74.61442,2
35.3671,-3.998896,12
52.238926,12.505452,7
15.792113,26.677437,6
25.738636,-54.46261,8
14.888681,23.506603,6
58.041874,11.730666,7
-14.415865,6.4359837,11
-3.4635644,61.22217,0
1.9883075,-27.595324,2
-41.5363,-17.67439,9
71.889565,-24.72702,1
3.881144,22.084846,6
-16.292301,-50.58185,10
-16.841677,-52.742332,10
-31.350004,-40.43821,10
17.575165,23.71451,6
-42.801674,-14.271056,9
-57.771656,-28.418571,9
-59.594772,-15.136884,9
-2.50402,57.85259,0
-8.242163,52.53477,0
-13.020866,63.32689,0
46.204353,19.156786,7
71.889565,-24.72702,1
-18.811785,5.0570297,11
-27.426125,87.02952,3
-0.9420146,-26.420135,2
25.940914,46.553577,4
50.949432,9.89199,7
71.889565,-24.72702,1
34.42188,-4.970214,12
11.090692,10.831034,6
71.889565,-24.72702,1
71.889565,-24.72702,1
-14.248136,-22.397684,2
71.889565,-24.72702,1
-16.480247,50.79601,0
-4.8382244,50.53978,0
9.57094,13.893496,6
17.061838,20.586931,6
-49.60667,-12.155281,9
-66.7442,7.0676613,5
-60.64288,4.5895853,5
30.288727,40.218117,4
-19.233036,-35.82524,10
17.028969,20.416656,6
-39.826992,-15.243296,9
22.09649,-10.950359,12
10.878958,9.631211,6
-49.30799,-21.328432,9
-22.868696,-67.83357,10
-73.001724,48.50828,3
-6.748693,-16.502462,2
21.918842,45.92654,4
8.479598,-53.14902,2
33.40205,-9.487013,12
-44.98345,-15.772757,9
-40.800884,-18.823433,9
-1.0613555,90.75868,3
-19.683346,-37.710102,10
2.9076447,-44.398186,2
-11.742862,10.822667,11
22.882315,86.49285,3
-21.038818,19.51893,11
-87.6857,-20.03765,3
-10.543386,51.215256,0
22.882315,86.49285,3
31.556265,55.892048,4
-58.1944,-26.710197,9
-53.596138,23.756695,5
-14.952507,54.492706,0
3.1536655,-66.02735,2
59.71865,22.173168,7
-93.98991,15.488328,3
-26.04148,21.411388,11
25.437769,52.84816,4
5.160527,-56.71051,2
-21.29326,-64.164215,10
71.889565,-24.72702,1
-15.669711,-48.27281,10
-40.474285,-48.976234,10
-15.825678,53.824123,0
71.889565,-24.72702,1
-3.6995902,-58.225777,2
71.889565,-24.72702,1
71.889565,-24.72702,1
-44.78819,48.407074,3
5.5485344,-48.035732,2
-2.3910863,-13.72768,2
18.014807,21.645962,6
47.301224,13.79283,7
71.889565,-24.72702,1
71.889565,-24.72702,1
71.889565,-24.72702,1
-45.161655,-18.30887,9
-47.511986,-20.30915,9
71.889565,-24.72702,1
47.89017,17.441803,7
-11.128778,44.399113,0
24.898588,-2.3870504,12
-38.081524,-51.033863,10
54.41408,21.920256,7
0.41537622,-53.459736,2
29.99966,-48.115387,8
71.889565,-24.72702,1
30.934113,38.57178,4
3.2291112,-65.84221,2
37.496536,41.006165,4
-39.51641,-48.16177,10
-56.732857,20.945559,5
-14.647665,-47.977043,10
-27.426125,87.02952,3
-33.725494,-41.822487,10
2.4421158,16.509226,6
71.889565,-24.72702,1
27.605476,50.99568,4
28.149466,51.65503,4
-52.299397,-10.651972,9
37.37291,42.183147,4
-46.542805,18.168253,5
35.59053,-11.623988,12
42.961933,-54.405075,8
36.897167,43.611034,4
-40.152542,69.920204,3
0.23181964,-56.736706,2
-3.0665574,52.48679,0
-13.728688,59.32521,0
34.208046,-14.4471,12
9.412248,9.039743,6
-27.426125,87.02952,3
5.372645,-45.645054,2
71.889565,-24.72702,1
4.050194,-16.955357,2
-53.90759,8.388277,5
31.944191,-7.3306828,12
13.152696,28.137228,6
46.522057,11.03201,7
21.67833,17.438702,6
39.318596,43.85281,4
16.579603,19.045433,6
-25.580528,10.3654375,11
-59.939175,11.593508,5
35.924168,-9.738151,12
46.45339,12.057815,7
-26.497995,-62.92366,10
22.882315,86.49285,3
-20.231041,4.661993,11
31.169476,43.2631,4
-29.000885,-47.966305,10
13.496672,28.19415,6
-54.226364,-21.24918,9
62.87887,11.192216,7
-15.572444,6.7440534,11
-3.520769,-28.604595,2
-26.325954,-61.889336,10
35.23929,-44.38629,8
25.757772,46.670506,4
18.581312,17.84749,6
38.43322,-45.543736,8
32.20944,37.24755,4
29.376017,0.9828426,12
23.098974,-11.053486,12
-27.916775,9.858052,11
17.093325,20.292547,6
27.048338,-8.9410715,12
34.674316,-49.885952,8
-1.887306,-55.4534,2
29.603508,48.147087,4
-28.609133,12.985615,11
63.872803,20.972576,7
-45.295513,-26.536594,9
11.204852,-68.81326,2
3.2602625,-12.527543,2
22.708874,48.28514,4
7.6910205,-56.899273,2
71.889565,-24.72702,1
-56.440998,-29.72878,9
71.889565,-24.72702,1
34.314037,57.41939,4
-29.156487,7.0220227,11
27.6906,44.72139,4
8.273647,18.775423,6
-9.8429575,-21.508158,2
-87.6857,-20.03765,3
-31.624634,-40.507896,10
-47.127525,-23.255959,9
71.889565,-24.72702,1
49.745895,19.222807,7
-7.878334,-30.425253,2
-27.426125,87.02952,3
-73.001724,48.50828,3
31.01874,47.71344,4
-3.599233,-58.427338,2
-55.322155,7.1976023,5
57.64647,7.4958863,7
49.538826,9.5735445,7
60.313324,7.897794,7
38.69598,50.22601,4
-48.778282,-13.094338,9
29.847366,-15.740541,12
-55.825962,22.357204,5
1.3487544,-47.318966,2
-31.89666,-47.231342,10
71.889565,-24.72702,1
0.8272326,-13.7663765,2
35.894318,-37.95845,8
-3.5812345,45.647926,0
25.864838,-47.555218,8
28.8507,58.04581,4
-4.059801,-15.187535,2
-59.548416,4.0523667,5
-14.363268,7.9479604,11
26.026764,-49.16648,8
41.622738,-41.923298,8
24.55082,-12.407304,12
35.760223,-4.467409,12
-63.30607,19.911087,5
8.94074,-67.43985,2
25.508919,53.18515,4
55.989662,22.17255,7
-6.64678,56.009563,0
-52.47397,13.876788,5
-13.788728,-47.798923,10
-87.6857,-20.03765,3
-17.95606,18.54495,11
-58.06736,10.613099,5
62.87877,10.710886,7
8.116644,7.5062137,6
25.088413,41.45469,4
-4.308154,-12.929035,2
-32.82361,-41.833797,10
71.889565,-24.72702,1
37.76565,-7.106526,12
47.43855,14.963887,7
29.94332,-6.6848965,12
27.274582,-0.60131675,12
-93.98991,15.488328,3
41.331688,44.507187,4
-59.137833,65.95846,3
-18.791832,2.398873,11
-14.268479,8.429056,11
-40.152542,69.920204,3
-53.826874,-24.411404,9
-9.934425,44.5752,0
32.136585,41.66926,4
-57.962257,-28.351126,9
71.889565,-24.72702,1
32.58405,-50.01526,8
-54.49419,10.474149,5
22.882315,86.49285,3
-0.28432572,-55.031334,2
58.971725,21.533203,7
64.063354,12.919991,7
42.305588,-50.851486,8
-23.393507,4.6905866,11
-43.935066,11.076817,5
-87.6857,-20.03765,3
-44.55717,-12.383489,9
21.036676,-6.7764406,12
-11.829898,44.917038,0
9.451164,-69.28239,2
-60.991547,5.7386117,5
0.36963764,-65.12786,2
45.917614,13.959755,7
-44.78819,48.407074,3
46.12527,19.117304,7
8.702561,15.053556,6
-20.84664,-36.218426,10
0.12974596,-73.25233,2
-56.810047,-25.285503,9
-2.2535863,54.84489,0
-1.0613555,90.75868,3
-2.450359,-18.47393,2
14.461234,24.91534,6
71.889565,-24.72702,1
64.999985,10.129222,7
32.218323,-13.737025,12
37.320225,-9.688374,12
-12.714191,62.275616,0
-40.152542,69.920204,3
20.137253,21.240784,6
71.889565,-24.72702,1
40.392754,-47.377945,8
5.848091,7.5585585,6
71.889565,-24.72702,1
22.676395,17.767715,6
-48.638657,-29.036764,9
-25.564535,11.333299,11
-0.059160672,-59.54566,2
39.111572,44.493484,4
-18.105976,-65.817986,10
31.112309,-5.131427,12
-11.714935,-27.847292,2
27.733782,-52.691868,8
12.182614,13.418971,6
-16.094141,12.391203,11
-59.137833,65.95846,3
32.778053,-1.02693,12
-59.64894,10.624395,5
25.817486,54.933746,4
0.17819028,-53.77626,2
39.21589,-58.432182,8
-12.5847845,-52.881546,10
-93.98991,15.488328,3
-16.90501,5.894429,11
-60.00308,-16.907335,9
-73.001724,48.50828,3
-41.80138,-16.737015,9
8.218016,26.830786,6
-13.651482,-49.04179,10
35.094944,57.401573,4
31.686386,47.284245,4
-28.58578,16.921804,11
71.889565,-24.72702,1
37.465202,-48.81422,8
-56.867516,12.876407,5
4.592398,16.133083,6
-44.33916,-19.70214,9
38.907883,-4.6809573,12
39.264015,-43.612118,8
-22.74763,20.887354,11
0.48405147,-15.708615,2
-4.91278,-55.2779,2
-14.728759,-18.754995,2
57.626007,20.527802,7
-3.7171912,-28.64312,2
62.003624,9.716815,7
-5.645334,-14.841976,2
25.499498,52.63135,4
28.316858,-51.658047,8
-13.758362,43.498177,0
2.934634,22.448088,6
1.9927001,54.712967,0
-87.6857,-20.03765,3
-4.0486755,-55.9747,2
35.546726,-41.562664,8
71.889565,-24.72702,1
29.544918,-5.9892087,12
-23.633549,22.857605,11
32.783905,50.961025,4
71.889565,-24.72702,1
-10.721234,60.86057,0
50.51755,19.13498,7
-59.137833,65.95846,3
-43.620743,-26.599882,9
-27.426125,87.02952,3
25.696903,49.863068,4
13.521802,16.53995,6
-9.060184,59.891422,0
-19.030254,-62.04527,10
-5.9530387,57.393368,0
31.441462,-48.823315,8
35.28162,-9.353636,12
21.761591,47.826027,4
-12.655533,57.80662,0
71.889565,-24.72702,1
3.1107695,20.171595,6
-64.79571,8.961391,5
-6.6366897,-18.668688,2
36.386658,-39.90037,8
-14.693057,59.204773,0
-56.757473,-29.529161,9
45.770733,17.759161,7
46.71074,17.175331,7
30.60375,-49.461327,8
-2.6945379,-24.570118,2
-17.465525,-66.19468,10
-4.3814735,-14.8702,2
-27.292067,11.807687,11
-45.19713,-12.727907,9
-28.354223,-48.29169,10
60.857933,6.6371684,7
-19.601236,20.609491,11
-13.083267,42.94187,0
71.889565,-24.72702,1
28.34405,-39.46217,8
-10.453521,-23.529549,2
7.234341,7.7279735,6
36.309208,-45.297897,8
71.889565,-24.72702,1
0.7044747,-22.681208,2
-15.47849,49.394276,0
24.744852,-10.755132,12
-12.756924,-21.944313,2
-7.2173386,60.859478,0
16.757738,12.219081,6
-1.4830184,-27.586414,2
30.876667,-10.827618,12
-53.698006,-23.280594,9
7.3366337,6.519114,6
10.54794,-66.54651,2
-0.8142466,-74.99802,2
64.11229,9.192649,7
54.98547,15.118137,7
-22.179058,11.342525,11
-1.555331,58.898094,0
26.492548,52.34451,4
-44.78819,48.407074,3
23.959688,-46.244797,8
4.2165737,-64.4606,2
-12.202608,-27.341871,2
23.811678,-46.857594,8
-93.98991,15.488328,3
63.23585,16.214342,7
-3.8204868,-54.21586,2
38.431854,50.737305,4
64.25669,13.017073,7
-49.79994,13.510495,5
71.889565,-24.72702,1
71.889565,-24.72702,1
-59.137833,65.95846,3
-32.650913,-42.105515,10
32.83427,-16.555944,12
-50.634357,11.918937,5
31.526077,0.94564986,12
-20.84158,22.671728,11
-8.572061,50.336765,0
-48.935806,-25.353825,9
29.507442,49.61371,4
-11.709308,-50.82656,10
57.44171,6.4101806,7
-17.399483,-66.21025,10
-11.752756,-27.685562,2
25.156532,-0.66130275,12
33.285786,-38.122242,8
31.373571,-37.877075,8
71.889565,-24.72702,1
34.49477,-52.688736,8
56.876503,9.100758,7
-13.887376,44.40968,0
41.390507,-56.158955,8
71.889565,-24.72702,1
28.87577,-1.3318782,12
-23.553732,-64.60767,10
-4.6251993,-16.55389,2
-16.10351,51.08005,0
-37.325417,-49.22557,10
-57.01263,-15.75833,9
24.378231,-45.068798,8
-16.28231,15.952756,11
-42.61284,-11.668934,9
59.037357,22.407675,7
-19.255527,22.359385,11
-93.98991,15.488328,3
-26.266562,20.46116,11
-2.1884503,-57.81323,2
32.280872,-42.49552,8
-9.292504,56.577053,0
32.718143,0.70368004,12
-16.286737,1.3646493,11
-44.78819,48.407074,3
40.04201,45.06646,4
27.761845,-12.031979,12
22.146503,51.16384,4
-28.323324,-47.06883,10
32.639557,44.791035,4
7.1878595,7.557737,6
-43.379833,-22.220854,9
-61.097404,17.930222,5
-0.7261772,-23.373829,2
-1.0613555,90.75868,3
34.925255,-7.9805555,12
7.913197,25.755127,6
-11.375346,-18.901102,2
-59.137833,65.95846,3
-11.710148,16.112144,11
-50.640404,-12.977697,9
-53.54273,6.298087,5
-27.773731,-64.049225,10
6.6667027,-52.67899,2
-52.310764,-25.263191,9
-48.152863,-22.969702,9
26.087679,-51.101097,8
-44.78819,48.407074,3
-13.191785,-50.921124,10
-13.26028,-16.602692,2
-87.6857,-20.03765,3
-18.42662,-66.71315,10
-49.741924,-17.852942,9
9.896825,17.979643,6
-16.034206,18.692913,11
-53.02166,20.0553,5
34.70825,39.669834,4
42.16325,-54.482826,8
-12.805351,61.36097,0
71.889565,-24.72702,1
13.487864,16.396841,6
-3.3512373,54.818916,0
30.727316,48.31559,4
-13.021257,-53.84648,10
-57.993332,20.30302,5
-9.365176,-12.235026,2
-14.292168,-22.257042,2
-87.6857,-20.03765,3
10.528685,27.592764,6
71.889565,-24.72702,1
-20.433897,2.9991708,11
-59.137833,65.95846,3
33.605354,-41.05803,8
-22.955847,16.196833,11
-48.165344,10.205612,5
-52.16006,-18.464796,9
27.129972,51.491844,4
28.051344,-41.368572,8
71.889565,-24.72702,1
11.944429,27.668344,6
-40.152542,69.920204,3
2.9277215,-43.32322,2
-61.642036,6.5590434,5
34.935444,53.93876,4
71.889565,-24.72702,1
-67.209366,7.8285036,5
4.2531767,-65.027405,2
52.366016,9.324019,7
58.621914,13.177224,7
59.94877,15.218772,7
42.21292,-44.020084,8
71.889565,-24.72702,1
-3.29052,45.505787,0
-54.83732,12.225137,5
-56.11325,-22.503567,9
35.16605,-8.04597,12
-45.8536,-12.673508,9
-73.001724,48.50828,3
71.889565,-24.72702,1
36.281647,-57.51187,8
-28.543922,11.625015,11
29.369976,-41.922344,8
0.2333344,13.861716,6
-40.152542,69.920204,3
-0.081968434,-53.918648,2
25.87183,-14.679964,12
71.889565,-24.72702,1
-56.81153,-15.141559,9
-1.0613555,90.75868,3
-45.8695,7.9748607,5
-54.716034,14.587871,5
-13.751764,13.838405,11
6.153265,-17.041925,2
-12.269516,15.131451,11
-54.427315,14.620646,5
23.82934,-8.073345,12
64.393,17.330906,7
0.25097284,-53.661827,2
27.308523,57.931534,4
22.995129,-13.037085,12
-57.47096,24.036097,5
5.1706653,-26.415249,2
-33.578457,-41.036064,10
71.889565,-24.72702,1
-13.301833,6.0056934,11
0.7822121,-14.386415,2
18.631426,10.729842,6
4.007387,-62.826355,2
71.889565,-24.72702,1
-43.502476,16.44006,5
-11.787575,53.58405,0
-9.471323,-20.977726,2
-49.472363,-22.744606,9
-3.4380503,-17.048801,2
